Artist_and_Track_Name,All_Streams,Position
Joey Bada$$ - Y U DON'T LOVE ME? (MISS AMERIKKKA),210448,5027
Sadek - Cartier panthère,210410,5028
Hornet La Frappe - Misère,210230,5029
Christian Nodal - Adiós Amor,210121,5030
Lil Peep - Better Off - Dying,210121,5031
Vance Joy - Mess Is Mine,210087,5032
Elvan Günaydın - İlk Pazar,210073,5033
The xx - Replica,209941,5034
Lady Gaga - Telephone,209865,5035
A-Trak - Believe,209745,5036
Temple Of The Dog - Hunger Strike,209642,5037
Yoyo Sham - 如果我是一首歌,209639,5038
Gorillaz - Sex Murder Party (feat. Jamie Principle & Zebra Katz),209597,5039
Wiz Khalifa - Figure It Out,209491,5040
Sanluis - Se Acabó,209457,5041
Ailee - I will go to you like the first snow,209402,5042
Thomas Rhett - When You Look Like That,209331,5043
Siboy - Au revoir merci,209277,5044
Young Dolph - Drippy,209249,5045
Cezinando - Stillhet som skriker til meg,209196,5046
Julma Henri - Raja,209132,5047
Freddy Kalas - Sunshine Hits My Face,209112,5048
Jenni Vartiainen - Tule meille jouluksi,208991,5049
Bigflo & Oli - La vie normale,208910,5050
Dani Faiv - La La La La La,208823,5051
DJ Khaled - (Intro) I'm so Grateful,208805,5052
Miley Cyrus - Rainbowland,208721,5053
Vince Guaraldi Trio - O Tannenbaum,208446,5054
Thomas Rhett - Drink A Little Beer,208332,5055
Chuck Berry - Johnny B. Goode,208109,5056
MMZ - Frero,207871,5057
Chisu - Polte (Vain elämää kausi 5),207595,5058
Bryson Tiller - Always (Outro),207539,5059
Michael Bublé - Santa Baby,207538,5060
Marc Anthony - Vivir Mi Vida,207515,5061
"Super Yei - Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",207256,5062
Karri Koira - Päästä Mut Sisään,207203,5063
Era Istrefi - Bonbon - English Version,206996,5064
Petra - Pokka (Vain elämää kausi 6),206866,5065
MMZ - Payday,206854,5066
Maxwell - 1 Joint,206849,5067
Lana Del Rey - When The World Was At War We Kept Dancing,206708,5068
Yellow Claw - Good Day (feat. DJ Snake & Elliphant),206685,5069
Şebnem Ferah - Bu Aşk Fazla Sana,206471,5070
Mike WiLL Made-It - On The Come Up (feat. Big Sean),206386,5071
Pera - Her Şeyim,206194,5072
Mc Solaar - Sonotone,206188,5073
Kesha - Bastards,206166,5074
Katy Perry - Firework,206093,5075
Dua Lipa - Lost In Your Light (feat. Miguel),206084,5076
Hu Xia - 夏至未至 - 電視劇夏至未至同名主題曲,206023,5077
Kelsea Ballerini - End of the World,205964,5078
MMZ - Off,205826,5079
Hayce Lemsi - Electron libérable,205667,5080
Johnny Hallyday - Noir c'est noir,205530,5081
Jul - Samantha,205488,5082
Ezhel - Alışamadım,205481,5083
"No.1 - Nefes Al Zombi, Pt. 2",205429,5084
Lil Yachty - DN Freestyle,205351,5085
Kube - Peili,204854,5086
Ghali - Come Milano,204776,5087
Nfasis - Lento,204439,5088
Migos - T-Shirt (Spotify Mix) - Recorded at Spotify Studios NYC,204434,5089
Xuitcasecity - Bout You,204225,5090
Sofiane - Cordelette,204224,5091
The All-American Rejects - Sweat,203843,5092
Töölön Ketterä - Kuplii (feat. VG+),203723,5093
DJ Khaled - Good Man,203385,5094
KALIM - Loco,203350,5095
Jul - Lacrizeotiek,203228,5096
KC Rebell - Benz AMG (feat. Summer Cem),203165,5097
Aska Yang - 其實都沒有,203037,5098
Majoe - Ich will mehr (feat. Kollegah) - Bonustrack,202965,5099
Vesta - Sun katu,202715,5100
A$AP Mob - BYF,202681,5101
Alonzo - Ma famille,202662,5102
T-Pain - Buy U a Drank (Shawty Snappin'),202387,5103
Olly Murs - Grow Up,202367,5104
Eddy Kim - You are so beautiful,202346,5105
Heikki Kuula - Suomalainen Mies,202336,5106
Cro - computiful,202185,5107
DJDS - Why Don't You Come On,202109,5108
Nicki Minaj - Starships,201813,5109
"王俊琪 - 我多喜歡你,你會知道 - 網劇《致我們單純的小美好》推廣曲",201739,5110
Old Dominion - Written in the Sand,201574,5111
blackbear - gucci linen (feat. 2 Chainz),201479,5112
A$AP Mob - FYBR (First Year Being Rich),201300,5113
Tarkan - Her Şey Fani,201132,5114
Naps - Elvira,201082,5115
Dead Or Alive - You Spin Me Round (Like a Record),200815,5116
Sadek - Sanz,200782,5117
Kodak Black - Up In Here,200628,5118
Soundgarden - Outshined,200592,5119
The Notorious B.I.G. - Hypnotize - 2014 Remastered Version,200576,5120
KC Rebell - Leer,200476,5121
Carly Rae Jepsen - Cut To The Feeling,200279,5122
Desiigner - Liife,200227,5123
Bigflo & Oli - La vraie vie,200015,5124
La Vela Puerca - Zafar,199912,5125
Mostro - Freddi,199887,5126
Naiwen Yang - 推開世界的門,199848,5127
Young Thug - Tomorrow Til Infinity (feat. Gunna),199839,5128
"Ivana Wong - 不再說分手 (電影""分手100次""主題曲) - 國",199427,5129
Tone Damli - Pinnacle,199128,5130
Illy - Catch 22 (feat. Anne-Marie),199035,5131
Mon Laferte - Orgasmo para Dos,198980,5132
Jul - La zone,198889,5133
Kiiara - Wishlist,198878,5134
Joshi Mizu - Glück,198827,5135
Vesta - Vielä1,198815,5136
Meek Mill - Heavy Heart,198513,5137
A Boogie Wit da Hoodie - Unhappy,198392,5138
Zuna - Cazal - Remix,198345,5139
JOWST - ThatFeeling (feat. Aleksander Walmann),198204,5140
Leka el Poeta - Ella Quiere Hmm... Haa... Hmm... - Yayo Remix,198111,5141
Hurja - Seittii,197716,5142
Johnny Hallyday - La musique que j'aime,197614,5143
SpongeBOZZ - Apocalyptic Infinity,197546,5144
Wiz Khalifa - Weed Farm,197458,5145
Various Artists - Just Love Ngayong Christmas,196939,5146
Happoradio - Joulun rauhaa,196472,5147
Stefanie Sun - 天天年年,196392,5148
G.E.M. - 夜空中最亮的星,196311,5149
Hailee Steinfeld - Love Myself,195814,5150
Hardwell - We Are One,195726,5151
Ninho - Binks To Binks 4,195703,5152
Vega - Sevgilim,195653,5153
Tarkan - Biz Çocukken,195619,5154
Nimo - Irgendwann,195032,5155
Trey Songz - Come Over,194983,5156
fun. - We Are Young (feat. Janelle Monáe) - feat. Janelle Monae,194870,5157
Nassi - La vie est belle,194787,5158
Nicky Jam - Por el Momento,194541,5159
Hugo TSR - Rei,194428,5160
Don Miguelo - Dimelo (feat. Wason Brazoban),194201,5161
The Avener & Kim Churchill - You're My Window To The Sky,194076,5162
Thomas Rhett - Sweetheart,194062,5163
The Script - Hall of Fame,193944,5164
Echosmith - Goodbye,193774,5165
Vidar Villa - Et Par Rolige Shots Med Gutta,193701,5166
Sofiane - Le bruit des blocks,193634,5167
AnnenMayKantereit - Pocahontas,193529,5168
Juhani - Hutsut,193436,5169
Jul - Je ne joue pas les thugs,193207,5170
Francis and the Lights - May I Have This Dance (Remix) [feat. Chance the Rapper],193041,5171
Jim Pandzko - Menschen Leben Tanzen Welt,193006,5172
Sadek - Zahouania,192715,5173
Stevie Nicks - Stop Draggin' My Heart Around (with Tom Petty & The Heartbreakers) - Remastered,192684,5174
Bhad Bhabie - Hi Bich,192643,5175
Lady Gaga - Just Dance,192517,5176
Laura Voutilainen - Kun joulupukki suukon sai,192052,5177
John Mayer - Still Feel Like Your Man,192013,5178
Hazers - Changes,191964,5179
Kush Kush - Fight Back with Love Tonight,191906,5180
Cezinando - Botanisk Hage,191749,5181
SpongeBOZZ - Hype Is Real,191508,5182
Blake Shelton - I'll Name the Dogs,191450,5183
"Toby Keith - Courtesy Of The Red, White And Blue (The Angry American)",191443,5184
Tarkan - Cuppa,191425,5185
Sofiane - Bois d'argent,191363,5186
Alex Christensen - Rhythm Is a Dancer,191168,5187
Paul Simon - You Can Call Me Al,191059,5188
BIGBANG - LAST DANCE,191020,5189
Sublime - Santeria,190940,5190
Fabri Fibra - Stavo Pensando A Te (feat. Tiziano Ferro),190934,5191
Thomas Rhett - Smooth Like The Summer,190755,5192
Sofi Tukker - Fuck They,190671,5193
Jul - Y'a pas de stress,190602,5194
Fabri Fibra - Ringrazio,190583,5195
"Sammy & Falsetto - Quitate la Ropa (Remix) [feat. Farruko, Kendo & Juanka]",190413,5196
Rudimental - Lay It All On Me (feat. Ed Sheeran),190391,5197
廖竟淳 - 不是我不要,190297,5198
Veysel - Geldklammer,190249,5199
Joey Bada$$ - BABYLON (feat. Chronixx),190230,5200
Vega - Komşu Işıklar,190185,5201
PnB Rock - Issues (feat. Russ),190114,5202
Maître Gims - Sapés comme jamais - Pilule bleue,189989,5203
DJ Khaled - Whatever,189978,5204
Lucas - Puhu mulle,189661,5205
Laura Voutilainen - Miks Ei,189615,5206
DJ Khaled - That Range Rover Came With Steps,189584,5207
Foo Fighters - Run,189545,5208
王艷薇 - 框不住的愛(《紅色氣球》插曲),189446,5209
Sadek - Ça va aller,189333,5210
Tez Cadey - Seve - Radio Edit,189276,5211
Kyle Dixon & Michael Stein - Stranger Things,189260,5212
Staysman & Lazz - KJØRR,189168,5213
Hamza - Godzilla,189107,5214
Hanne Krogh - Vi Tenner Våre Lykter,189053,5215
BLACKPINK - WHISTLE,188990,5216
J-AX - Pieno di stronzi,188873,5217
DJ Snake - Broken Summer,188822,5218
Los Totora - No hay más nada,188701,5219
Jesse & Joy - Me soltaste,188692,5220
吳亦帆 - 不想結束,188671,5221
Vilma Alina - Juha88,188476,5222
TAEYEON - 11:11,188368,5223
Leo王 - 陪妳過假日,188289,5224
Kesha - Finding You,188252,5225
Travellin' Strawberries - The Støvel Dance,188077,5226
Tino Rossi - Petit Papa Noël,187449,5227
Heikki Kuula - Hasta La Vista,186875,5228
Bruno Mars - Treasure,186842,5229
Veysel - Nichts zu verlieren,186726,5230
Negramaro - Ridammi indietro il cuore,186567,5231
Sigrid - Everybody Knows,186562,5232
Elias Kaskinen & Päivän Sankarit - Haloo,186491,5233
TIX - Gullalderen 2017,186479,5234
Vald - Petite chatte,186463,5235
Tyron Hapi - Anyway,186355,5236
Johnny Cash - The Little Drummer Boy - Mono Version,186325,5237
Kodak Black - U Aint Never,186253,5238
The Notorious B.I.G. - Big Poppa,186236,5239
Night Skinny - Male (feat. Ernia),186155,5240
Cro - paperdreams,185998,5241
LANY - The Breakup,185940,5242
A-Mei Chang - 姊妹2016 - 平行宇宙版,185929,5243
Selena Gomez - Hands To Myself,185783,5244
Deen Burbigo - Pas une autre,185692,5245
Pijama Party - Tu y Yo,185572,5246
SpongeBOZZ - Zlatan Ibrahimovic,185499,5247
Adele - Rolling In The Deep,185312,5248
Replikas - Yaş Elli,185248,5249
John Mayer - Emoji of a Wave,185210,5250
Sa4 - Schall und Rauch,185195,5251
Weezer - Feels Like Summer,184997,5252
Mario Biondi - Driving Home for Christmas,184949,5253
Kalash - Mwaka Story,184877,5254
Ben Howard - Only Love,184687,5255
Manuel Medrano - Quédate,184531,5256
DRAM - Ill Nana (feat. Trippie Redd),184355,5257
Iyeoka - Simply Falling,184350,5258
The Rolling Stones - Sympathy For The Devil,184311,5259
Postgirobygget - Idyll,184279,5260
"Stevie Wonder - Signed, Sealed, Delivered (I'm Yours)",183966,5261
Sin Bandera - En Ésta No,183665,5262
Savas - Leben geben,183610,5263
Ufo361 - Heute bezahl ich,183608,5264
Sa4 - Forza 187,183536,5265
Kurt Nilsen - Winter Wonderland,183472,5266
TINI - Ya No Hay Nadie Que Nos Pare,183270,5267
Big Yamo - Entre la Playa Ella y Yo (feat. Vato 18k),183191,5268
Fler - Paradies,183177,5269
SANNI - Vahinko,182821,5270
2Pac - California Love - Original Version,182732,5271
Johnny Hallyday - J'oublierai ton nom,182625,5272
Joker Xue - 剛剛好,182596,5273
Eurythmics - Sweet Dreams (Are Made of This) - Remastered,182545,5274
Gonzo Vizán - El Lavarropa,182503,5275
Johnny Hallyday - J'ai oublié de vivre,182382,5276
Sadek - La tour (feat. Jok'air),182127,5277
JVG - Kran Turismo,182025,5278
Sonny Alven - Too Late To Love Me,181886,5279
Zaho - Laissez-les kouma (feat. MHD),181805,5280
Michele Zarrillo - Mani Nelle Mani,181635,5281
Columbine - Rémi,181560,5282
Kings - We'll Never Know,181397,5283
Tarkan - Bal Küpü,181367,5284
Stina Girs - Kyl Sä Tiiät,180960,5285
RAF Camora - Serenade,180909,5286
Arash - OMG - Radio Edit,180863,5287
Dropkick Murphys - I'm Shipping Up To Boston,180826,5288
Luis Fonsi - Llegaste Tú,180753,5289
王藍茵 - 如果的事,180719,5290
Bengü - Sığamıyorum,180552,5291
Lady Gaga - Born This Way,180380,5292
Lost Frequencies - What Is Love 2016 - Regi & Lester Williams Remix,180318,5293
Querbeat - Nie mehr Fastelovend,180302,5294
A$AP Ferg - Trap And A Dream,180202,5295
Negramaro - L'anima vista da qui,180050,5296
Sadek - Imma,179785,5297
Gettomasa - Ykkösen bägei (feat. Justsesomali),179499,5298
A Boogie Wit da Hoodie - No Promises,179463,5299
Mark Forster - Wir sind groß,179246,5300
Bonez MC - Verräter,179188,5301
Charlie Puth - Dangerously,179061,5302
Tom Novy - Your Body - Cat Dealers Extended,178891,5303
AC/DC - You Shook Me All Night Long,178791,5304
Popeda - Lihaa Ja Perunaa,178791,5305
Negramaro - Pezzi di te,178714,5306
DTF - Le ciel est la limite,178410,5307
Aurora - Satama,178242,5308
Edward Sharpe & The Magnetic Zeros - Home,178124,5309
J-AX - Intro,178013,5310
Juanes - Hermosa Ingrata,178006,5311
Samu - Kerran (Vain elämää kausi 6),177656,5312
Indochine - La vie est belle,177574,5313
TJ_beastboy - Good Morning,177573,5314
Mostro - Strike,177491,5315
Suat Ateşdağlı - Son Rötuş,177234,5316
Pesso - Tiistai,177189,5317
Sondre Justad - Ingenting,177069,5318
Hayce Lemsi - Haute sphère,177064,5319
Sofiane - Mortal Kombat,176957,5320
A R I Z O N A - Cross My Mind Pt. 2 (feat. Kiiara),176869,5321
Jack Johnson - Better Together,176804,5322
Nimo - Rettung naht,176684,5323
"Johnny Hallyday - Retiens la nuit - BOF ""Les Parisiennes""",176539,5324
Michael Jackson - P.Y.T. (Pretty Young Thing),176354,5325
The Beatles - Here Comes The Sun - Remastered,176207,5326
A-Lin - 一直走,176049,5327
Sa4 - Kalter Norden,175770,5328
SNBRN - Gangsta Walk,175676,5329
Janieck - Feel the Love - Sam Feldt Edit,175538,5330
Capital Bra - Albtraum,175525,5331
Petri Nygård - Soittorasia,175506,5332
Carly Rae Jepsen - Call Me Maybe,174945,5333
Soundgarden - Burden In My Hand,174902,5334
Biondo - Dejavù,174471,5335
Halsey - Heaven In Hiding,174280,5336
Kraftklub - Fan von Dir,174207,5337
Jonas Benyoub - Youm Wara Youm,174150,5338
Olexesh - Rolexesh,174066,5339
Kalash Criminel - Shottas,173960,5340
Trailerpark - Rapetrain,173841,5341
Bigflo & Oli - Répondez-moi,173814,5342
Friyie - Money Team,173792,5343
Trailerpark - TP4L,173416,5344
Hamza - Pas de remords,173300,5345
Mäkki - Zoomaa,173118,5346
Young Thug - Feel It,172893,5347
No Party For Cao Dong - 艾瑪,172699,5348
Niro - Abbé Pierre,172634,5349
Fabri Fibra - Nessun Aiuto,172552,5350
Kontra K - Ratten,172552,5351
Manuellsen - Endgegner,172410,5352
Fler - Standing,172250,5353
Teflon Brothers - Pämppää,172243,5354
Irina - I Don't Dance (Vain elämää kausi 6),172218,5355
KC Rebell - Wo ich hin will (Outro),172115,5356
Lana Del Rey - Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,171757,5357
Maxwell - Intro,171549,5358
Taylor Swift - Back To December,171522,5359
Sa4 - 20539,171461,5360
Max Gazzé - Ti Sembra Normale,171355,5361
Darude - Sandstorm - Radio Edit,171206,5362
Negramaro - La prima volta,171011,5363
MMZ - N'DA,171000,5364
H.E.R. - Best Part,170936,5365
Jul - Quand on est pas là,170917,5366
Kollegah - Dynamit,170903,5367
李玖哲 - Will You Remember Me,170879,5368
Halsey - 100 Letters,170832,5369
Caparezza - L'Uomo Che Premette,170753,5370
Irina - Bang Bang (Vain elämää kausi 6),170630,5371
"Justin Hurwitz - Planetarium - From ""La La Land"" Soundtrack",170578,5372
ZHU - Dreams,170557,5373
The Temptations - My Girl,170168,5374
HEIZE - Round and round (feat. Han Suji),170084,5375
Lazza - Maleducati,170021,5376
"Brings - Polka, Polka, Polka - Single Version",169898,5377
Jul - J'ai dit...,169637,5378
Creedence Clearwater Revival - Fortunate Son,169503,5379
Why Don't We - Kiss You This Christmas,169334,5380
Bassbros - Lupa Purra,169235,5381
Frenetik&Orang3 - Interrail,169200,5382
Kalash Criminel - Hood,169044,5383
Aminé - Heebiejeebies - Bonus,168987,5384
Frande - 該死的冷戰,168751,5385
Wisin & Yandel - Algo Me Gusta De Ti,168519,5386
Maxi Trusso - Make You Mine,168513,5387
Siboy - BQC,168303,5388
"Il Volo - Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",168031,5389
Kasalla - Stadt met K,168016,5390
Måneskin - Let's Get It Started - Live,167947,5391
"Fall Out Boy - Sugar, We're Goin Down",167766,5392
Fabri Fibra - Ogni Giorno,167621,5393
Demet Akalın - Ah Ulan Sevda,167616,5394
Nimo - Warum hasst ihr mich,167550,5395
Sunrise Avenue - Hollywood Hills,167357,5396
TIX - Future,167347,5397
PARTYNEXTDOOR - Rendezvous,167328,5398
"Jul - Je dis rien, je vois tout, j'entends",167324,5399
Jocie Kok - 我會一直想你,167187,5400
mansionz - Dennis Rodman,166943,5401
Prince - Kiss,166716,5402
MC Ty - Jingle Bell Rock,166659,5403
Ugly God - I'm A Nasty Hoe,166508,5404
Coldplay - Magic,166494,5405
Philip Emilio - VIII TO (med Astrid S),166406,5406
Neptunica - Foreign Place,166336,5407
James TW - Ex,166060,5408
Jason Derulo - Trumpets,166027,5409
lowlow - Niente di più stupido di sognare,165633,5410
Bigflo & Oli - Olivio,165411,5411
Brett Eldredge - No Stopping You,165390,5412
Della - 很愛過一個人,165363,5413
Antti Tuisku - Nauruterapiaa,165315,5414
J.Sheon - You'll Never Know,165277,5415
Mert - Das ist KiK,165202,5416
Adamlar - Acının İlacı,165180,5417
Marama - Te Amo y Odio,165119,5418
Nesli - Do Retta A Te,165075,5419
Khalid - Coaster,165032,5420
Stevie Wonder - The Little Drummer Boy,164769,5421
Noche de Brujas - Deberia odiarte,164769,5422
Kesha - Hunt You Down,164754,5423
Ugly God - I'm Tryna Fuck,164601,5424
Future - Wicked,164503,5425
P!nk - Whatever You Want,164410,5426
方炯鑌 - 我不是神,164350,5427
Seeb - Breathe,164146,5428
Andrew McMahon in the Wilderness - So Close,164012,5429
Bigflo & Oli - Je suis,163985,5430
Lazza - Origami,163889,5431
Mon Laferte - Flor de Amapola,163798,5432
Charles Brown - Please Come Home for Christmas,163742,5433
O.T. Genasis - Cut It (feat. Young Dolph),163667,5434
Fatboy L - Flossaa,163629,5435
Oslo Gospel Choir - En stjerne skinner i natt,163487,5436
Sam Hunt - House Party,163471,5437
KREAM - Drowning,162924,5438
Travis Scott - Yeah Yeah (feat. Young Thug),162786,5439
Hayce Lemsi - Les pieds devant le D,162626,5440
Laura Voutilainen - Forever Yours (Vain elämää kausi 6),162340,5441
Shallou - Begin (feat. Wales),162310,5442
Irina - Teippaa mut kasaan (Vain elämää kausi 6),162297,5443
Jul - Mais qu'est-ce qu'on s'en bat les couilles !,162120,5444
Antti Tuisku - Jeesus-jedimestari,161991,5445
Niro - Blasé,161898,5446
Lady Gaga - A-YO,161888,5447
Mert - Danke Baba,161836,5448
Hugo TSR - Là-haut,161712,5449
"JJ Lin - 小瓶子 (電影 ""假如王子睡著了"" 印象曲)",161479,5450
Ella - Pop drop dab,161276,5451
Alvaro Soler - Libre - Italian Version,161272,5452
Tarkan - Hodri Meydan,161180,5453
Spice Girls - Wannabe - Radio Edit,161162,5454
Genetikk - Lang lebe die Gang,160985,5455
Izi - Bad Trip,160614,5456
Hayce Lemsi - C'est terminé,160506,5457
Bigflo & Oli - Autre part,160505,5458
好樂團 - 我把我的青春給你,160202,5459
Kodak Black - Versatile,160068,5460
Rotlaus - E på vei,159998,5461
Ernia - Lei No (Il Tradito),159962,5462
Ernia - Tradimento (Il Traditore),159730,5463
Olli Lindholm - Vahva (Vain elämää kausi 6),159468,5464
Stupeflip - The Antidote,159451,5465
Mon Laferte - Salvador,158871,5466
"Johann Sebastian Bach - Weihnachtsoratorium, BWV 248: Kantate Nr. 1: 1. Chorus: Jauchzet, frohlocket",158384,5467
Blake Shelton - A Guy With a Girl,158382,5468
Los Cadillac's - Me Marcharé (feat. Wisin),158238,5469
Likanen Etelä - Tää on se likanen,158055,5470
Los Totora - Márchate ahora,158053,5471
Christian Löffler - Haul (Radio Edit),157977,5472
Can Güngör - Yalnız Ölmek,157944,5473
Alonzo - Batard,157918,5474
Dua Lipa - Homesick,157842,5475
RIN - Intro / Liebe,157757,5476
Redrama - Pelkkää lovee,157545,5477
"張榕容 - 開門關門 - From '52Hz, I Love You' Soundtrack / Theme Song",157420,5478
98º - I Do (Cherish You),157320,5479
The Beach Boys - Frosty The Snowman,157192,5480
Happoradio - Ihan hyvät ihmiset,157163,5481
Fabri Fibra - Invece No,157115,5482
John Williams - We Wish You a Merry Christmas / End Title - Voice,157094,5483
Alice Merton - Hit The Ground Running - Single Version,157040,5484
Burcu Güneş - Yakın Mesafe,157025,5485
SpongeBOZZ - Bluff Millimet,156861,5486
BTS - Skit: Billboard Music Awards Speech,156747,5487
Måneskin - Take Me Out - Live,156739,5488
Black M - Comme moi,156681,5489
LaLa Hsu - 尋人啟事,156376,5490
A-Lin - 光之海,156158,5491
Tash Sultana - Jungle,155521,5492
Damso - Débrouillard,155240,5493
SEVENTEEN - Don't Wanna Cry,155188,5494
R3HAB - Ain't That Why,155135,5495
Veysel - Räuber und Gendarme,155103,5496
Antti Tuisku - Peto on irti,154901,5497
Naza - La débauche,154881,5498
Juhani - Joululaulu,154657,5499
Backstreet Boys - I Want It That Way,154590,5500
Måneskin - Beggin',154546,5501
Guizmo - Pardon,154488,5502
Otis Redding - Stand By Me,154347,5503
Gazapizm - Memleketsiz,154301,5504
Max Giesinger - 80 Millionen,154202,5505
Crowd Lu - 慢靈魂,154157,5506
Caparezza - L'Infinto,154108,5507
Mostro - Ogni maledetto giorno,154096,5508
Drake - Jungle,153929,5509
Mostro - Sai che cazzo me ne frega,153888,5510
The Freshman - 原地打轉 - 電視劇《夢想程式》插曲,153850,5511
Laura Närhi - Joo joo äiti,153532,5512
Titta - Polttomerkki,153514,5513
Noche de Brujas - La Besé,153510,5514
Yo Gotti - They Like,153491,5515
Aurora - Sä lupasit,153340,5516
Romeo Santos - Propuesta Indecente,153117,5517
Waa Wei - 一萬個不回頭的方法,152625,5518
Jovanotti - Sbagliato,152594,5519
Reik - Creo en Ti,152474,5520
DeJ Loaf - No Fear,152420,5521
Vald - Lezarman,152262,5522
MMZ - Plein,152036,5523
Arcangel - Más Que Ayer,151864,5524
Marcus & Martinus - Light It Up,151842,5525
Lahti United - Elefantti,151827,5526
DAT ADAM - xD,151803,5527
Paul Simon - Me and Julio Down by the Schoolyard,151657,5528
Miami Yacine - Sag nichts,151623,5529
XATAR - Status Quo,151622,5530
Maldestro - Canzone per Federica,151594,5531
Cezinando - Uansett,151548,5532
Katy Perry - Hey Hey Hey,151474,5533
Jory Boy - Detras De Ti (Remix) [feat. Ozuna],151308,5534
İlyas Yalçıntaş - Bu Nasıl Veda,151306,5535
Bastille - World Gone Mad,151254,5536
Bobby McFerrin - Don't Worry Be Happy,151217,5537
Up Dharma Down - Unti-Unti,151125,5538
lowlow - Incompleti,150959,5539
Kehlani - Keep On,150441,5540
Ty Dolla $ign - Wavy (feat. Joe Moses),150342,5541
A-Mei Chang - 身後,150219,5542
Vigiland - Another Shot,150068,5543
Capo Plaza - Allenamento #1,150016,5544
Eve Ai - 我不知道愛是什麼,150012,5545
Mümin Sarıkaya - Ben Yoruldum Hayat,149916,5546
Kasalla - Pirate,149742,5547
Shakira - Hips Don't Lie,149741,5548
August Alsina - Drugs,149475,5549
Liberato - GAIOLA PORTAFORTUNA,149300,5550
Mostro - Poison,149121,5551
Kaaris - Contact,148929,5552
LaLa Hsu - 完美落地,148644,5553
Dean Martin - I'll Be Home for Christmas,148418,5554
The Jackson 5 - ABC,148305,5555
Jack Ü - Where Are Ü Now (with Justin Bieber),148253,5556
The Black Eyed Peas - I Gotta Feeling,148246,5557
No Party For Cao Dong - 等,148237,5558
Ronghao Li - 裙姊,148187,5559
Kylie Minogue - Winter Wonderland,147977,5560
Rohff - Broly,147906,5561
Susanne Sundfør - Undercover (Edit),147890,5562
Kygo - It Ain't Me - Tiësto's AFTR:HRS Remix,147702,5563
Jul - ¿ Cómo Te Llamas ?,147668,5564
Vesala - Älä droppaa mun tunnelmaa,147543,5565
Kehlani - Gangsta,147537,5566
阿達 - 我說寶貝,147486,5567
Beyoncé - Crazy In Love,147356,5568
187 Strassenbande - Sampler 4 Snippet,147333,5569
Guo Ding - 水星記,147014,5570
Coldplay - Birds,146941,5571
Sofiane - Ça bicrave la mort,146579,5572
Chayanne - Choka Choka,146573,5573
TWICE - LIKEY,146478,5574
Jukka Poika - Elä Vähän,146308,5575
Salmo - 1984,146289,5576
Alexandra Stan - I Did It Mama,146156,5577
Intoxicados - Esta Saliendo El Sol,145831,5578
Morat - Aprender A Quererte,145786,5579
Jul - Drôle de vie,145545,5580
Kurt Nilsen - White Christmas,145533,5581
Sam Cooke - (What A) Wonderful World - Remastered,145484,5582
Niro - Magnum,145390,5583
"Maggie Chiang - 親愛的世界(三立偶像劇「噗通噗通我愛你」插曲) - Insert Song of ""Memory Love""",145204,5584
La Beriso - Legui,145200,5585
LANY - current location,145051,5586
KVR - Never Gonna Be,144950,5587
Capo - Azzlack Madaffakk (feat. Celo & Abdi) - Bonustrack,144859,5588
The Rolling Stones - (I Can't Get No) Satisfaction - Mono Version / Remastered 2002,144843,5589
Víctor Manuelle - Mala y Peligrosa,144615,5590
Töölön Ketterä - Valitsemaanne numeroon (feat. Vesta),144602,5591
Faye 飛 - 河畔,144568,5592
Afrojack - Another Life,144547,5593
Sneazzy - Sérieux,144543,5594
藍又時 - 太傻了,144341,5595
Deniz Tekin - Bende Bir Problem Var,144187,5596
Hooss - À 50,144184,5597
Ikke Hüftgold - Modeste Song,144174,5598
Hekla Stålstrenga - Nordnorsk julesalme,144070,5599
EXID - DDD,144067,5600
Athena - Geberiyorum - Nazım Hikmet Ran Günler Şiiri,143978,5601
Phil Collins - You Can't Hurry Love - 2016 Remastered,143813,5602
DJ Khaled - For Free,143765,5603
Brandon Beal - Paradise (with Olivia Holt),143555,5604
Charli XCX - After The Afterparty (feat. Lil Yachty) - Alan Walker Remix,143371,5605
Yisa Yu - 小小天涯 - 電視劇上古情歌插曲,143360,5606
RIKI - Aspetterò lo stesso,143153,5607
Nikke Ankara - Mona Lisa,142977,5608
Janna - Anna Mä Puhallan,142878,5609
Niro - On commence par où ?,142835,5610
Kalash Criminel - Guedro - Remix,142420,5611
Karen Mok - I Do,142404,5612
Serdar Ortaç - Gıybet,142385,5613
Elvis Presley - Silent Night,142367,5614
Kontra K - Instinkt,142348,5615
lowlow - Redenzione,142189,5616
Ronghao Li - 嗯,141956,5617
Kontra K - Wie du,141930,5618
Red Velvet - 피카부 Peek-A-Boo,141839,5619
Wanna One - Energetic,141811,5620
Kanye West - Champions,141632,5621
Michael Bublé - Silent Night,141228,5622
Rémy - Comme à l'ancienne,141108,5623
Ash Kidd - Lolita,141107,5624
Hooss - Barrio,140899,5625
Happoradio - Sinun vaikka hajoat,140892,5626
The Police - Every Breath You Take - Remastered 2003,140709,5627
Isac Elliot - EYES SHUT,140501,5628
Tony Bennett - The Christmas Waltz,140470,5629
LVNDSCAPE - Dive With Me,140226,5630
