Artist_and_Track_Name,All_Streams,Position
Can Bonomo - Tastamam,140182,5631
Bruno Mars - Versace On The Floor (Bruno Mars vs. David Guetta),140066,5632
Christina Perri - merry christmas darling,139299,5633
Hamza - Jodeci Mob,139262,5634
Ella Fitzgerald - Let It Snow! Let It Snow! Let It Snow!,139172,5635
"Kollegah - Rapflows, Cashflows",139017,5636
Zato DJ - Te Robo,139013,5637
"Princess Ai - 以分手為前提(三立偶像劇「噗通噗通我愛你」插曲) - Insert Song of ""Memory Love""",138717,5638
TIX - Sjeiken 2015,138638,5639
Hayce Lemsi - Mercy,138635,5640
Ufo361 - Ich will nicht sterben,138594,5641
Hamza - Mi Gyal,138280,5642
Niro - Ambition,138199,5643
Majoe - Auge des Tigers,138172,5644
Greeicy - Amantes,138137,5645
Fedez - Le palle di Natale,138129,5646
Bigflo & Oli - Sac à dos,138034,5647
Odd Nordstoga - Maria på veg - Acoustic / Bonus Track,138034,5648
Die drei ??? Kids - 051 - Tatort Kletterpark - Teil 02,138009,5649
J Balvin - Ay Vamos,137898,5650
Cash Cash - Millionaire (feat. Nelly),137869,5651
Otis Redding - White Christmas,137348,5652
Xir - Angela Merkel,137317,5653
Charly García - La Máquina de Ser Feliz,137169,5654
Fat Freddy's Drop - Wandering Eye,137018,5655
Erik Og Kriss - Leker deilig,136896,5656
Kraftklub - Venus,136836,5657
Hayce Lemsi - Je t'aime moi non plus (#JTMNP),136821,5658
Coldplay - Every Teardrop Is a Waterfall,136803,5659
Mon Laferte - Yo Te Qui,136703,5660
Capo - Standort (feat. Tommy) - Bonustrack,136658,5661
The xx - Performance,136633,5662
Bryan Adams - Summer Of '69,136561,5663
Marko Hietala - Tulkoon Joulu,136321,5664
The Secret Trio - Benim Karanlık Yanım,136231,5665
Mikkel S. Eriksen - Wait for You,136136,5666
SpongeBOZZ - Machinegunflows,136111,5667
RIKI - Frena,136064,5668
Ilta - Oi jouluyö,135864,5669
Robin Schulz - Unforgettable,135431,5670
Niro - Si ils savaient,135400,5671
Niro - Ghettoyouth,135325,5672
Joakim Lundell - My Addiction,134787,5673
Nause - Summer Hangover,134618,5674
Rim'K - Personne,134506,5675
Naps - Je repense à tout,134351,5676
Boyat - Sun Tahtiin,134269,5677
Sondre Justad - Paradis,134217,5678
Hombres G - Devuelveme a mi chica,134014,5679
Rombai - Segundas Intenciones,133603,5680
Xmas Classics - Christmas Time All over the World - Remastered,133561,5681
Mert - Ausländer 2,133453,5682
James Reid - This Time (Original Movie Soundtrack),133343,5683
黃玠 - 海邊情歌,133248,5684
No Party For Cao Dong - 鬼,133072,5685
Burak Yeter - Tuesday - Radio Edit,132967,5686
Dabs - De la mulla,132878,5687
Deepend - Waiting for the Summer,132775,5688
Grace VanderWaal - Moonlight,132699,5689
Passenger - Anywhere,132677,5690
Baustelle - Betty,132559,5691
Boreal - Make Me (Cry) - Acoustic,132538,5692
Herrat - Kuka pelkää pimeää?,132485,5693
Hooss - Trop fier,132301,5694
"Eno - Grün, Gelb & Lila",132230,5695
Caparezza - Minimoog,131933,5696
Garou - Jingle Bell Rock,131619,5697
Lazza - Zzala,131506,5698
The Script - Written in the Scars,131422,5699
Johnny Hallyday - L'idole des jeunes,131377,5700
RIKI - Diverso,131374,5701
Niro - On va la faire,131325,5702
Bob Dylan - Little Drummer Boy,131184,5703
Miley Cyrus - Sleigh Ride - Recorded at Spotify Studios NYC,130952,5704
Jam Hsiao - 善男信女,130915,5705
Stevie Wonder - Silver Bells,130792,5706
Mayday - 成名在望,130742,5707
Girls' Generation - Holiday,130736,5708
"Pyotr Ilyich Tchaikovsky - The Nutcracker Suite, Op. 71a (Ballet Suite): II. Danses Caractéristiques b) Danse de la Fée-Dragée. Andante non troppo",130008,5709
Titta - Mä tiiän et mä saan,129624,5710
Marcus & Martinus - Next To Me,129584,5711
Lea Salonga - Sana Ngayong Pasko,129495,5712
Bushido - Theorie und Praxis,129493,5713
Genetikk - Trill,129466,5714
Izi - 4GETU,129435,5715
Lazza - Take Away,129433,5716
Sondr - Live Love Learn,129293,5717
Trailerpark - Weg von hier,129096,5718
Bing Crosby - I Wish You a Merry Christmas,128969,5719
Alf Prøysen - Romjulsdrøm,128902,5720
Lykke Li - I Follow Rivers - The Magician Remix,128856,5721
Cihan Mürtezaoğlu - Bir Beyaz Orkide,128707,5722
Sia - Rainbow (From The Original Motion Picture Soundtrack 'My Little Pony: The Movie'),128601,5723
Eno - Million,128497,5724
ROS - Rumore,128424,5725
Kalash Criminel - Polnareff,128235,5726
EXO - Ko Ko Bop - Chinese Version,128177,5727
Mäkki - Lama-ajan Lapsi,128056,5728
PON CHO - Frozen,127854,5729
Mert - Sie reden,127728,5730
Niro - Sale morveux,127699,5731
Reino Nordin - Kosketa,127407,5732
Pentatonix - Silent Night,127397,5733
Otto Orlandi - Seven Days - Original Mix,127283,5734
Nan Quan Ma Ma - 橘子汽水,127254,5735
Enrique Iglesias - SUBEME LA RADIO REMIX,126990,5736
Manuel Medrano - La Mujer Que Bota Fuego (feat. Natalia Jiménez),126959,5737
Lost Frequencies - Here With You,126924,5738
Eason Chan - 海膽,126854,5739
Ernia - Pas Ta Fête,126637,5740
Cledos - Jetpack,126589,5741
Urban Zakapa - Wish,126483,5742
Skandaali - Hukas,126381,5743
Zara Larsson - Don't Let Me Be Yours,126267,5744
Fabri Fibra - Le Vacanze,126161,5745
"Vanessa Mai - Stille Nacht, heilige Nacht",125707,5746
Negramaro - New York e nocciola,125701,5747
Marcus & Martinus - Bae,125550,5748
Indochine - L'Aventurier,125512,5749
Naza - Sans problème,125510,5750
Alonzo - 100%,125421,5751
Avicii - So Much Better - Avicii Remix,125409,5752
PNL - Oh lala,125301,5753
Lazza - MNM,125263,5754
Paul Anka et son orchestre - Jingle Bells,125226,5755
Ardian Bujupi - Aladdin,125158,5756
MØ - When I Was Young,125115,5757
"Night Skinny - Equilibrio (feat. Mecna, Coco)",125098,5758
Ninho - Malcolm,124940,5759
Armin van Buuren - Sunny Days,124746,5760
"Jolin Tsai - 讓愛傳出去 - 2017大愛電視""1+1你加我""主題曲",124522,5761
Atiye - Maazallah,124426,5762
Whitney Houston - One Wish (For Christmas),124336,5763
Johnny Hallyday - Derrière l'amour,123758,5764
Karpe Diem - Den islamske elefanten,123648,5765
MFÖ - Ele Güne Karşı,123467,5766
Pablo Alborán - Saturno,123456,5767
Night Skinny - Sisinomah! (feat. Rkomi),123448,5768
Ece Mumay - Vazgeç Gönül,123408,5769
Rohff - Hors de contrôle,123336,5770
A-Mei Chang - 壞的好人,123316,5771
Arttu Lindeman - Offline,123295,5772
Miami Yacine - Mamacita,123249,5773
Linkin Park - Given Up,123222,5774
Charli XCX - After The Afterparty (feat. Lil Yachty),123102,5775
Harun Kolçak - Gitme Seviyorum,123014,5776
Prince Royce - La Carretera,122972,5777
Bausa - Stripperin,122835,5778
Niro - Photo de classe,122615,5779
Büyük Ev Ablukada - HOŞÇAKAL KADAR,122576,5780
Hayki - B1R,122548,5781
A-Mei Chang - 你說了算,122545,5782
Hugo TSR - Iceberg,122427,5783
Unge Ferrari - Venstre (med Medina),122209,5784
Dave Dobbyn - Slice of Heaven,122182,5785
Orelsan - La terre est ronde,122172,5786
Jul - Tout va bene,122127,5787
Azad - Eigener Bozz,122094,5788
Anne-Marie - Then,122093,5789
Jam Hsiao - 光線背後,122075,5790
Malmö - Pihalla susta,122063,5791
MMZ - Miroir miroir,121959,5792
Sfera Ebbasta - Equilibrio,121808,5793
Anne-Marie - Heavy,121793,5794
yirmi7 - Muhtemel Aşk,121773,5795
Zara Larsson - What They Say,121762,5796
Marshmello - Alone,121636,5797
SpongeBOZZ - Now We Here,121601,5798
Bearson - One Step At A Time,121497,5799
Hugo TSR - Exercice,121483,5800
DTF - Allô le monde,121205,5801
Coldplay - Clocks,121146,5802
Johnny Hallyday - Ma gueule,121086,5803
187 Strassenbande - 10 Jahre,120957,5804
Gökhan Türkmen - Öyle Güzel Ki,120659,5805
"Highasakite - Lover, Where Do You Live?",120504,5806
Mira Luoti - Meikkaava messias,120386,5807
Majoe - Atme aus,120100,5808
Mostro - Amore sporco,120025,5809
Lilly Wood and The Prick - Prayer in C - Robin Schulz Radio Edit,119980,5810
Dean Martin - Blue Christmas,119975,5811
Müslüm Gürses - Hangimiz Sevmedik,119975,5812
Gazapizm - Gece Sabahın,119868,5813
George Ezra - Budapest,119727,5814
BLACKPINK - BOOMBAYAH,119675,5815
Brunori Sas - Canzone contro la paura,119595,5816
TJ_beastboy - Mag ja sein..,119432,5817
Maxwell - PLZ,119174,5818
Crowd Lu - 一定要相信自己,119068,5819
Fabri Fibra - Skit - Il Tempo Vola,118993,5820
Vigiland - Shots & Squats,118917,5821
Kontra K - Einfach,118916,5822
RIKI - Replay,118793,5823
Sneazzy - Everyday,118528,5824
JP Cooper - Passport Home - Deepend Remix,118410,5825
Yisa Yu - 落在胸口的星星 - 電影美容針主題曲,118309,5826
John De Sohn - Hum With Me,118265,5827
No Party For Cao Dong - 情歌,118244,5828
Ghali - Wily Wily,118046,5829
Kalash Criminel - Bénéfice,117870,5830
Andrés Calamaro - La noche,117637,5831
Foo Fighters - T-Shirt,117536,5832
Dolu Kadehi Ters Tut - Belki,117348,5833
"Justin Hurwitz - Herman’s Habit - From ""La La Land"" Soundtrack",117238,5834
Adolphe Adam - O Holy Night,116977,5835
Sneazzy - Jenny from da Blocka,116700,5836
DTF - Dans mon nuage,116645,5837
Nicky Jam - Superhéroe,116494,5838
Jul - Borussia,116466,5839
Iisa - Nimimerkillä,116425,5840
Kaija Koo - En ole valmis vielä lähtemään,116384,5841
Frank Sinatra - Silent Night - 1999 - Remaster,116326,5842
Sairas T - Valkoinen käärme,116243,5843
Mel Tormé - The Christmas Song (Chestnuts Roasting On an Open Fire),116224,5844
"Darren Espanto - Dying Inside To Hold You - From "" All Of You"" Official Soundtrack",116069,5845
Fler - HIGHLEVEL IGNORANZ,116023,5846
Negramaro - Ci sto pensando da un pò,115990,5847
Damso - Périscope,115920,5848
Sezen Aksu - Günaydın Memur Bey,115710,5849
Johnny Cash - Joy to the World,115303,5850
Perry Como - (There's No Place Like) Home for the Holidays - 1959 Version,115297,5851
Elva Hsiao - 明天的秘密 - 電影心理罪推廣曲,115063,5852
Halconizados de Amor - Yo Bailaré (feat. Zenon Pereyra),114967,5853
Hamza - Cash Time,114958,5854
JJ Lin - 丹寧執著 (feat. 消除聯萌),114885,5855
Cromo - Tonico,114776,5856
Rod Stewart - Winter Wonderland,114761,5857
Hande Yener - Mor,114401,5858
Tom Gregory - Run to You,114294,5859
Sneazzy - Parle pas trop,114144,5860
Hayce Lemsi - Eurêka,113866,5861
Avicii - Wake Me Up - Radio Edit,113807,5862
Art Garfunkel - O Come All Ye Faithful,113802,5863
Philip Emilio - VIII,113780,5864
Marka Akme - Quedate Conmigo,113620,5865
"Lasse Lindh - Hush (From Guardian [Original Television Soundtrack], Pt. 3)",113619,5866
Mayday - 頑固,113543,5867
Jovanotti - Le Canzoni,113510,5868
Kylie Minogue - It's The Most Wonderful Time Of The Year,113499,5869
Anderson - Forever Young,113410,5870
The RRR Mob - Non ci vedi mai,113396,5871
BTS - Crystal Snow,113045,5872
Vega - Dünyacım,112944,5873
Fun - Sleigh Ride,112353,5874
Jessica Simpson - I Saw Mommy Kissing Santa Claus,112194,5875
Sinan Akçıl - Yüzyılın Aşkı,112047,5876
KALIM - Bis um 4,111912,5877
Ella Eyre - Ego (feat. Ty Dolla $ign),111781,5878
Nico & Vinz - Listen,111636,5879
Leona Lewis - One More Sleep,111622,5880
Hamza - Silicone,111610,5881
Andrea Bocelli - The Christmas Song,111589,5882
Betül Demir - Meşgul,111585,5883
Callejeros - Prohibido,111428,5884
Winnie Ho 何芸妮 - 一個人的自己,111402,5885
Swedum - Summer State of Mind,111328,5886
A-Mei Chang - 裝醉,111264,5887
Mario Bautista - No Digas Nada,111236,5888
Kings of Leon - WALLS,111178,5889
Dosseh - 25 décembre,111047,5890
Elvis Presley - It Won't Seem Like Christmas (Without You),110957,5891
Spekti - Vaikka Väkisin,110878,5892
Erin - Kun tänään lähden,110787,5893
Jung joonil - The first snow,110657,5894
Johnny Hallyday - Noël interdit,110640,5895
Red Velvet - 빨간 맛 Red Flavor,110423,5896
Yvonne - 悲傷止步,110168,5897
Kungs - More Mess,110127,5898
Hins Cheung - 斷點(國),110122,5899
Petit Biscuit - Beam,110119,5900
Helene Fischer - Atemlos durch die Nacht,110115,5901
Paulo - Me Tiene Mal,109998,5902
Lacrim - A.W.A,109819,5903
Bigflo & Oli - La vraie vie - Version single,109815,5904
Will Pan - Coming Home,109705,5905
Karpe Diem - Hus/hotell/slott brenner,109650,5906
DTF - J'abuse,109647,5907
Hamza - 1994,109367,5908
G.E.M. - 桃花諾 - 上古情歌片尾曲,109331,5909
Pää-äijät - Pohjanmaan kautta,109163,5910
Luciano - Anders nicht so wie du,108988,5911
Wu Bai - 釘子花,108944,5912
Guizmo - Les gens parlent d'amour,108865,5913
Francesco Renga - Nuova luce,108854,5914
Daft Punk - Get Lucky - Radio Edit,108716,5915
Hadise - Şampiyon,108692,5916
Charlotte Cardin - Main Girl,108567,5917
Vega - Dertler İri Kıyım,108566,5918
Vesala - Ei pystyny hengittää,108519,5919
LaLa Hsu - 灰色,108334,5920
David Guetta - Sexy Bitch (feat. Akon) - feat. Akon,108314,5921
Alonzo - Goodbye,108099,5922
Caparezza - Autoipnotica,108028,5923
Silvestre Dangond - Ya No Me Duele Más,107919,5924
Brings - Kölsche Jung - Party Edit,107666,5925
Maluma - El Tiki,107560,5926
Arttu Lindeman - Fly,107444,5927
Sagopa Kajmer - Oyun Parkı,107395,5928
Joni Mitchell - River,107249,5929
CLMD - Never Wanna Lose You - feat. Justine Skye & Jesper Jenset,107219,5930
Red Hot Chili Peppers - Californication,107214,5931
Dalida - Vive Le Vent,107074,5932
DTF - La Vida,106821,5933
Valen Hsu - 讓我好好看看你,106820,5934
Gavin James - Hearts On Fire,106814,5935
Jimena Baron - QLO,106678,5936
Fergie - Life Goes On,106626,5937
Jess Lee - 忍不住想念,106553,5938
No Party For Cao Dong - 在,106533,5939
MINACELENTANO - A un passo da te,106369,5940
Beyoncé - Single Ladies (Put a Ring on It),106356,5941
Soda Stereo - De Música Ligera,106047,5942
Howie Day - Collide,105981,5943
Fish Leong - 會呼吸的痛,105806,5944
IU - Can't Love You Anymore (With OHHYUK),105762,5945
Tanya Chua - 紫,105687,5946
Maroon 5 - Moves Like Jagger - Studio Recording From The Voice Performance,105616,5947
Ayben - Başkan,105529,5948
Xiao Yu - 慣性取暖,105440,5949
Fiona Sit - 遠遠關心,105348,5950
Moberg - Evig ung,105208,5951
Karpe Diem - Attitudeproblem,105177,5952
Fedez - L'amore eternit,105150,5953
Arcadian - Folie arcadienne,105084,5954
Olli Lindholm - Värifilmi (Vain elämää kausi 6),104922,5955
Kelly Clarkson - Please Come Home for Christmas (Bells Will Be Ringing),104917,5956
Cat Ballou - Et jitt kein Wood,104862,5957
Leehom Wang - 親愛的,104843,5958
Louis Armstrong - Christmas In New Orleans,104735,5959
A-Mei Chang - 默 - Sound Of My Dream / Live,104691,5960
Niro - Raisonner,104674,5961
Ernia - La Ballata Di Mario Rossi,104625,5962
Arif - 2012,104599,5963
Sub Focus - Don’t You Feel It,104599,5964
Ozuna - El Pecado,104488,5965
Martin Garrix - Byte,104393,5966
Sa4 - Tickerrap,104313,5967
Niro - Héritiers,104242,5968
Justin Quiles - Si El Mundo Se Acabara,104241,5969
Daniela Andrade - The Perfect Christmas,104158,5970
"Corinne Bailey Rae - The Scientist - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",104120,5971
Juhani - Huume,104061,5972
Eve Ai - Waterfall,104054,5973
Katy Perry - Déjà Vu,104020,5974
G-Eazy - Just Friends,103961,5975
Indio Solari y los Fundamentalistas del Aire Acondicionado - El Tesoro de los Inocentes,103946,5976
Sofiane - Bain de sang,103942,5977
Roope Salminen & Koirat - Sinulle mutsi,103823,5978
Dj Kass - Scooby Doo Pa Pa,103682,5979
Fish Leong - 秘果,103627,5980
鼓鼓 - 為愛而愛,103230,5981
Sissel - Jul i svingen,103214,5982
Samuli Putro - Matkamuistot,103171,5983
DTF - Coco Cuba,103129,5984
Hande Yener - Emrine Amade,102744,5985
Sonny Alven - Wasted Youth,102280,5986
MMZ - Cœur noir,102269,5987
Gabrielle - September,102044,5988
Yvonne - 多難得 (電視劇<植劇場-荼蘼>插曲),101696,5989
MMZ - Khaleesi,101608,5990
Play69 - 44 Stiche (feat. 18 Karat),101600,5991
Natalie Cole - O Tanenbaum,101538,5992
Xiao Yu - 終於說出口,101511,5993
Britney Spears - Toxic,101365,5994
Miami Yacine - Club My - KMN Street EP.2,101301,5995
Lazza - Silenzio,101247,5996
Karpe Diem - Toyota´n til Magdi,101102,5997
Marcus & Martinus - Together,101091,5998
Pianomies - Viestei,101005,5999
Kylie Minogue - Christmas Isn't Christmas 'Til You Get Here,100903,6000
Felix Gabriel - Otra Vez,100618,6001
Marc Anthony - Tu Amor Me Hace Bien - Salsa Version,100315,6002
Soda Stereo - Cae el Sol / Planta (SEP7IMO DIA),100147,6003
Jess Lee - 分隔線,100141,6004
Mula - Nunca paran,100030,6005
Aiza Seguerra - Star Ng Pasko,99927,6006
MMZ - Sablier,99896,6007
Beatrich - Superstar,99869,6008
lowlow - Canto V,99833,6009
Cir.Cuz - Hjerteknuser,99803,6010
Sigrid - Dynamite - Acoustic,99802,6011
Calvin Harris - How Deep Is Your Love,99638,6012
Iisa - Kun Olit Nuori,99528,6013
Roy Kim - HEAVEN,99464,6014
"Negramaro - La chiave, le virtù e l'arroganza",99339,6015
Basic Tape - No Matter (Basic Tape vs. Frances),99329,6016
VG+ - Kumman kaa,99308,6017
Lazza - 430,99247,6018
Per Asplin - Spikke-Sage-Lime-Banke,99213,6019
KeBlack - Walou,99208,6020
Michael Bublé - Everything,99022,6021
Flo Rida - Wild Ones (feat. Sia),99001,6022
Fler - Zenit,98807,6023
Niro - Contact,98357,6024
A-Mei Chang - 傲嬌,98258,6025
Campsite Dream - Little Do You Know,98251,6026
Tarkan - O Sevişmeler,97874,6027
Baustelle - Il vangelo di Giovanni,97852,6028
"Gue Pequeno - Un Altro Giorno, Un Altro Euro",97830,6029
Super Junior - Black Suit,97801,6030
Michael Bublé - Blue Christmas,97652,6031
Johnny Cash - Hurt,97648,6032
Dua Lipa - Thinking 'Bout You - DECCO Remix,97298,6033
ARY - Already There,97242,6034
Kollegah - Der Fahrkartenkontrolleur,97127,6035
Den BB - På kroken,97017,6036
Mostro - Amore per favore resta,96977,6037
Aya Nakamura - Karma,96864,6038
Cosmo - Sei la mia città,96800,6039
Hugo TSR - Tant qu'on est là,96784,6040
Dosseh - Solo,96765,6041
Mostro - E fumo ancora,96752,6042
輕鬆玩樂團 - 看清,96633,6043
Foo Fighters - Make It Right,96615,6044
La Nueva Luna - Enamorado de Ti,96572,6045
August Dahl - Writing's On The Wall,96543,6046
同恩 - 在你眼裡(地下鐵片尾曲),96533,6047
Al Bano - Di rose e di spine,96494,6048
Hätä-Miikka - Uusi-Seelanti,96381,6049
Spekti - Huomisen Huolia,96377,6050
Emma Watson - Something There,96369,6051
Vald - Dernier verre,96150,6052
Penny Tai - 街角的祝福,96050,6053
Seyed - Sean Combs,95981,6054
"Night Skinny - Si frate (feat. Samuel Heron, TY1)",95929,6055
50 Cent - In Da Club,95748,6056
Fonseca - Te Mando Flores,95653,6057
Abel Pintos - Tanto Amor,95544,6058
Melendi - Tu jardín con enanitos,95523,6059
Namewee - 啪啪啪,95502,6060
Miguel Bosé - Libre ya de amores,95493,6061
Zara Larsson - Never Forget You,95459,6062
Katy Perry - Thinking Of You,95456,6063
Joi Chua - 會幸福嗎,95347,6064
Birgir - Can You Feel It,95278,6065
Genetikk - Drugs in my Body,94989,6066
Negramaro - L'ultima volta,94972,6067
Vald - Libellule,94927,6068
